t,l,x,y,z,Unnamed: 5
101927,0,-0.96,-0.18,0.0,
101929,0,-0.96,-0.18,0.0,
101931,0,-0.96,-0.18,0.0,
101932,0,-0.96,-0.18,0.0,
101934,0,-0.96,-0.19,-0.01,
101936,0,-0.96,-0.19,-0.01,
101937,0,-0.96,-0.19,-0.01,
101939,0,-0.96,-0.19,-0.01,
101941,0,-0.96,-0.19,-0.01,
101942,0,-0.96,-0.19,-0.01,
101944,0,-0.96,-0.19,-0.01,
101946,0,-0.96,-0.19,-0.01,
101947,0,-0.96,-0.19,-0.01,
101949,0,-0.96,-0.19,-0.01,
101951,0,-0.96,-0.19,-0.01,
101952,0,-0.96,-0.19,-0.02,
101954,0,-0.96,-0.19,-0.02,
101956,0,-0.96,-0.19,-0.02,
101957,0,-0.96,-0.19,-0.02,
101959,0,-0.96,-0.19,-0.02,
101961,0,-0.96,-0.19,-0.02,
101962,0,-0.96,-0.2,-0.01,
101964,0,-0.96,-0.2,-0.01,
101966,0,-0.96,-0.2,-0.01,
101967,0,-0.96,-0.2,-0.01,
101969,0,-0.96,-0.2,-0.01,
101971,0,-0.96,-0.2,-0.01,
101972,0,-0.96,-0.2,-0.01,
101974,0,-0.96,-0.2,-0.01,
101976,0,-0.96,-0.2,-0.01,
101977,0,-0.96,-0.2,-0.01,
101979,0,-0.96,-0.2,-0.01,
101981,0,-0.96,-0.2,-0.01,
101982,0,-0.96,-0.21,-0.01,
101984,0,-0.96,-0.21,-0.01,
101986,0,-0.96,-0.21,-0.01,
101987,0,-0.96,-0.21,-0.01,
101989,0,-0.96,-0.21,-0.01,
101991,0,-0.96,-0.21,-0.01,
101992,0,-0.96,-0.2,-0.01,
101994,0,-0.96,-0.2,-0.01,
101996,0,-0.96,-0.2,-0.01,
101998,0,-0.96,-0.2,-0.01,
101999,0,-0.96,-0.2,-0.01,
102001,0,-0.96,-0.2,-0.01,
102002,0,-0.96,-0.19,-0.01,
102004,0,-0.96,-0.19,-0.01,
102006,0,-0.96,-0.19,-0.01,
102007,0,-0.96,-0.19,-0.01,
102009,0,-0.96,-0.19,-0.01,
102011,0,-0.96,-0.19,0.0,
102012,0,-0.96,-0.19,0.0,
102014,0,-0.96,-0.19,0.0,
102016,0,-0.96,-0.19,0.0,
102017,0,-0.96,-0.19,0.0,
102019,0,-0.96,-0.19,0.0,
102021,0,-0.95,-0.19,0.01,
102022,0,-0.95,-0.19,0.01,
102024,0,-0.95,-0.19,0.01,
102026,0,-0.95,-0.19,0.01,
102027,0,-0.95,-0.19,0.01,
102029,0,-0.95,-0.19,0.01,
102031,0,-0.95,-0.19,0.01,
102032,0,-0.95,-0.19,0.01,
102034,0,-0.95,-0.19,0.01,
102036,0,-0.95,-0.19,0.01,
102037,0,-0.95,-0.19,0.01,
102039,0,-0.95,-0.19,0.01,
102041,0,-0.96,-0.19,0.0,
102042,0,-0.96,-0.19,0.0,
102044,0,-0.96,-0.19,0.0,
102046,0,-0.96,-0.19,0.0,
102047,0,-0.96,-0.19,0.0,
102049,0,-0.96,-0.19,0.0,
102051,0,-0.96,-0.19,-0.01,
102052,0,-0.96,-0.19,-0.01,
102054,0,-0.96,-0.19,-0.01,
102056,0,-0.96,-0.19,-0.01,
102057,0,-0.96,-0.19,-0.01,
102059,0,-0.96,-0.19,-0.01,
102061,0,-0.96,-0.19,-0.02,
102062,0,-0.96,-0.19,-0.02,
102064,0,-0.96,-0.19,-0.02,
102066,0,-0.96,-0.19,-0.02,
102067,0,-0.96,-0.19,-0.02,
102069,0,-0.96,-0.19,-0.02,
102071,0,-0.96,-0.19,-0.02,
102072,0,-0.96,-0.19,-0.02,
102074,0,-0.96,-0.19,-0.02,
102076,0,-0.96,-0.19,-0.02,
102077,0,-0.96,-0.19,-0.02,
102079,0,-0.96,-0.19,-0.02,
102081,0,-0.96,-0.19,-0.02,
102082,0,-0.96,-0.19,-0.02,
102084,0,-0.96,-0.19,-0.02,
102086,0,-0.96,-0.19,-0.02,
102087,0,-0.96,-0.19,-0.02,
102089,0,-0.96,-0.19,-0.02,
102091,0,-0.96,-0.19,-0.02,
102092,0,-0.96,-0.19,-0.02,
102094,0,-0.96,-0.19,-0.02,
102096,0,-0.96,-0.19,-0.02,
102097,0,-0.96,-0.19,-0.02,
102099,0,-0.96,-0.19,-0.02,
102101,0,-0.96,-0.19,-0.02,
102102,0,-0.96,-0.19,-0.02,
102104,0,-0.96,-0.19,-0.02,
102106,0,-0.96,-0.19,-0.02,
102107,0,-0.96,-0.19,-0.02,
102109,0,-0.96,-0.19,-0.01,
102111,0,-0.96,-0.19,-0.01,
102112,0,-0.96,-0.19,-0.01,
102114,0,-0.96,-0.19,-0.01,
102116,0,-0.96,-0.19,-0.01,
102117,0,-0.96,-0.19,-0.01,
102119,0,-0.96,-0.19,-0.02,
102121,0,-0.96,-0.19,-0.02,
102122,0,-0.96,-0.19,-0.02,
102124,0,-0.96,-0.19,-0.02,
102126,0,-0.96,-0.19,-0.02,
102127,0,-0.96,-0.19,-0.02,
102129,0,-0.95,-0.18,0.0,
102131,0,-0.95,-0.18,0.0,
102132,0,-0.95,-0.18,0.0,
102134,0,-0.95,-0.18,0.0,
102136,0,-0.95,-0.18,0.0,
102137,0,-0.95,-0.18,0.12,
102139,0,-0.96,-0.19,0.01,
102141,0,-0.96,-0.19,0.01,
102142,0,-0.96,-0.19,0.01,
102144,0,-0.96,-0.19,0.01,
102146,0,-0.96,-0.19,0.01,
102147,0,-0.96,-0.19,0.02,
102149,0,-0.95,-0.2,0.02,
102151,0,-0.95,-0.2,0.02,
102152,0,-0.95,-0.2,0.02,
102154,0,-0.95,-0.2,0.02,
102156,0,-0.95,-0.2,0.02,
102157,0,-0.96,-0.2,0.01,
102159,0,-0.96,-0.2,0.01,
102161,0,-0.96,-0.2,0.01,
102162,0,-0.96,-0.2,0.01,
102164,0,-0.96,-0.2,0.01,
102166,0,-0.96,-0.2,0.01,
102167,0,-0.96,-0.2,0.0,
102169,0,-0.96,-0.2,0.0,
102171,0,-0.96,-0.2,0.0,
102172,0,-0.96,-0.2,0.0,
102174,0,-0.96,-0.2,0.0,
102176,0,-0.96,-0.2,0.0,
102177,0,-0.96,-0.2,-0.01,
102179,0,-0.96,-0.2,-0.01,
102181,0,-0.96,-0.2,-0.01,
102182,0,-0.96,-0.2,-0.01,
102184,0,-0.96,-0.2,-0.01,
102186,0,-0.96,-0.2,-0.01,
102187,0,-0.96,-0.2,-0.01,
102189,0,-0.96,-0.2,-0.01,
102191,0,-0.96,-0.2,-0.01,
102192,0,-0.96,-0.2,-0.01,
102194,0,-0.96,-0.2,-0.01,
102196,0,-0.96,-0.2,-0.01,
102197,0,-0.96,-0.2,-0.02,
102199,0,-0.96,-0.2,-0.02,
102201,0,-0.96,-0.2,-0.02,
102202,0,-0.96,-0.2,-0.02,
102204,0,-0.96,-0.2,-0.02,
102206,0,-0.96,-0.2,-0.02,
102207,0,-0.96,-0.2,-0.03,
102209,0,-0.96,-0.2,-0.03,
102211,0,-0.96,-0.2,-0.03,
102212,0,-0.96,-0.2,-0.03,
102214,0,-0.96,-0.2,-0.03,
102216,0,-0.96,-0.2,-0.02,
102217,0,-0.96,-0.19,-0.02,
102219,0,-0.96,-0.19,-0.02,
102221,0,-0.96,-0.19,-0.02,
102222,0,-0.96,-0.19,-0.02,
102224,0,-0.96,-0.19,-0.02,
102226,0,-0.96,-0.19,-0.02,
102228,0,-0.96,-0.19,-0.02,
102229,0,-0.96,-0.19,-0.02,
102231,0,-0.96,-0.19,-0.02,
102233,0,-0.96,-0.19,-0.02,
102234,0,-0.96,-0.19,-0.02,
102236,0,-0.96,-0.19,-0.01,
102238,0,-0.96,-0.19,-0.01,
102239,0,-0.96,-0.19,-0.01,
102241,0,-0.96,-0.19,-0.01,
102243,0,-0.96,-0.19,-0.01,
102244,0,-0.96,-0.19,-0.01,
102246,0,-0.96,-0.18,0.01,
102248,0,-0.96,-0.18,0.01,
102249,0,-0.96,-0.18,0.01,
102251,0,-0.96,-0.18,0.01,
102253,0,-0.96,-0.18,0.01,
102254,0,-0.96,-0.18,0.01,
102256,0,-0.97,-0.17,0.03,
102257,0,-0.97,-0.17,0.03,
102259,0,-0.97,-0.17,0.03,
102261,0,-0.97,-0.17,0.03,
102262,0,-0.97,-0.17,0.03,
102264,0,-0.97,-0.17,0.03,
102266,0,-0.96,-0.16,0.04,
102267,0,-0.96,-0.16,0.04,
102269,0,-0.96,-0.16,0.04,
102271,0,-0.96,-0.16,0.04,
102272,0,-0.96,-0.16,0.04,
102274,0,-0.96,-0.16,0.04,
102276,0,-0.95,-0.16,0.04,
102277,0,-0.95,-0.16,0.04,
102279,0,-0.95,-0.16,0.04,
102281,0,-0.95,-0.16,0.04,
102282,0,-0.95,-0.16,0.04,
102284,0,-0.95,-0.16,0.04,
102286,0,-0.96,-0.17,0.03,
102287,0,-0.96,-0.17,0.03,
102289,0,-0.96,-0.17,0.03,
102291,0,-0.96,-0.17,0.03,
102292,0,-0.96,-0.17,0.03,
102294,0,-0.96,-0.17,0.01,
102296,0,-0.96,-0.17,0.01,
102297,0,-0.96,-0.17,0.01,
102299,0,-0.96,-0.17,0.01,
102300,0,-0.96,-0.17,0.01,
102302,0,-0.96,-0.17,0.01,
102304,0,-0.96,-0.18,-0.02,
102305,0,-0.97,-0.18,-0.02,
102307,0,-0.97,-0.18,-0.02,
102309,0,-0.97,-0.18,-0.02,
102310,0,-0.97,-0.18,-0.02,
102312,0,-0.97,-0.18,-0.02,
102314,0,-0.97,-0.19,-0.04,
102315,0,-0.97,-0.19,-0.04,
102317,0,-0.97,-0.19,-0.04,
102319,0,-0.97,-0.19,-0.04,
102320,0,-0.97,-0.19,-0.04,
102322,0,-0.97,-0.19,-0.04,
102324,0,-0.97,-0.19,-0.04,
102325,0,-0.97,-0.19,-0.04,
102327,0,-0.97,-0.19,-0.04,
102329,0,-0.97,-0.19,-0.04,
102330,0,-0.97,-0.19,-0.04,
102332,0,-0.97,-0.19,-0.04,
102334,0,-0.97,-0.19,-0.03,
102335,0,-0.97,-0.19,-0.03,
102337,0,-0.97,-0.19,-0.03,
102339,0,-0.97,-0.19,-0.03,
102340,0,-0.97,-0.19,-0.03,
102342,0,-0.97,-0.19,-0.03,
102344,0,-0.96,-0.18,-0.01,
102345,0,-0.96,-0.18,-0.01,
102347,0,-0.96,-0.18,-0.01,
102349,0,-0.96,-0.18,-0.01,
102351,0,-0.96,-0.18,-0.01,
102352,0,-0.96,-0.18,-0.01,
102354,0,-0.96,-0.18,0.0,
102355,0,-0.96,-0.18,0.0,
102357,0,-0.96,-0.18,0.0,
102359,0,-0.96,-0.18,0.0,
102360,0,-0.96,-0.18,0.0,
102362,0,-0.96,-0.18,0.0,
102364,0,-0.96,-0.17,0.01,
102365,0,-0.96,-0.17,0.01,
102367,0,-0.96,-0.17,0.01,
102369,0,-0.96,-0.17,0.01,
102370,0,-0.96,-0.17,0.01,
102372,0,-0.96,-0.17,0.01,
102374,0,-0.96,-0.16,0.01,
102375,0,-0.96,-0.16,0.01,
102377,0,-0.96,-0.16,0.01,
102379,0,-0.96,-0.16,0.01,
102380,0,-0.96,-0.16,0.01,
102382,0,-0.96,-0.17,0.01,
102384,0,-0.96,-0.17,0.01,
102385,0,-0.96,-0.17,0.01,
102387,0,-0.96,-0.17,0.01,
102389,0,-0.96,-0.17,0.01,
102391,0,-0.96,-0.17,0.01,
102392,0,-0.96,-0.18,0.0,
102394,0,-0.96,-0.18,0.0,
102396,0,-0.96,-0.18,0.0,
102397,0,-0.96,-0.18,0.0,
102399,0,-0.96,-0.18,0.0,
102401,0,-0.96,-0.18,0.0,
102402,0,-0.96,-0.18,-0.01,
102404,0,-0.96,-0.18,-0.01,
102406,0,-0.96,-0.18,-0.01,
102407,0,-0.96,-0.18,-0.01,
102409,0,-0.96,-0.18,-0.01,
102411,0,-0.96,-0.18,-0.01,
102412,0,-0.97,-0.19,-0.01,
102414,0,-0.97,-0.19,-0.01,
102416,0,-0.97,-0.19,-0.01,
102417,0,-0.97,-0.19,-0.01,
102419,0,-0.97,-0.19,-0.01,
102421,0,-0.97,-0.19,-0.01,
102422,0,-0.97,-0.19,-0.01,
102424,0,-0.97,-0.19,-0.01,
102426,0,-0.97,-0.19,-0.01,
102427,0,-0.97,-0.19,-0.01,
102429,0,-0.97,-0.19,-0.01,
102431,0,-0.97,-0.19,0.0,
102432,0,-0.97,-0.19,0.0,
102434,0,-0.97,-0.19,0.0,
102436,0,-0.97,-0.19,0.0,
102437,0,-0.97,-0.19,0.0,
102439,0,-0.97,-0.19,0.0,
102441,0,-0.97,-0.19,0.01,
102442,0,-0.96,-0.19,0.01,
102444,0,-0.96,-0.19,0.01,
102446,0,-0.96,-0.19,0.01,
102447,0,-0.96,-0.19,0.01,
102449,0,-0.96,-0.19,0.01,
102451,0,-0.96,-0.19,0.02,
102452,0,-0.96,-0.19,0.02,
102454,0,-0.96,-0.19,0.02,
102455,0,-0.96,-0.19,0.02,
102457,0,-0.96,-0.19,0.02,
102459,0,-0.96,-0.19,0.02,
102460,0,-0.96,-0.17,0.01,
102462,0,-0.96,-0.17,0.01,
102464,0,-0.96,-0.17,0.01,
102465,0,-0.96,-0.17,0.01,
102467,0,-0.96,-0.17,0.01,
102469,0,-0.96,-0.17,0.01,
102470,0,-0.95,-0.16,0.01,
102472,0,-0.95,-0.16,0.01,
102474,0,-0.95,-0.16,0.01,
102475,0,-0.95,-0.16,0.01,
102477,0,-0.95,-0.16,0.01,
102479,0,-0.95,-0.16,0.01,
102480,0,-0.95,-0.15,0.01,
102482,0,-0.95,-0.15,0.01,
102484,0,-0.95,-0.15,0.01,
102485,0,-0.95,-0.15,0.01,
102487,0,-0.95,-0.15,0.01,
102489,0,-0.95,-0.15,0.01,
102490,0,-0.95,-0.14,0.01,
102492,0,-0.95,-0.14,0.01,
102494,0,-0.95,-0.14,0.01,
102495,0,-0.95,-0.14,0.01,
102497,0,-0.95,-0.14,0.01,
102499,0,-0.95,-0.14,0.01,
102500,0,-0.95,-0.14,0.01,
102502,0,-0.95,-0.14,0.01,
102504,0,-0.95,-0.14,0.01,
102505,0,-0.95,-0.14,0.01,
102507,0,-0.95,-0.14,0.01,
102509,0,-0.95,-0.14,0.01,
102510,0,-0.96,-0.16,0.01,
102512,0,-0.96,-0.16,0.01,
102514,0,-0.96,-0.16,0.01,
102515,0,-0.96,-0.16,0.01,
102517,0,-0.96,-0.16,0.01,
102519,0,-0.96,-0.17,0.01,
102520,0,-0.96,-0.17,0.01,
102522,0,-0.96,-0.17,0.01,
102524,0,-0.96,-0.17,0.01,
102525,0,-0.96,-0.17,0.01,
102527,0,-0.96,-0.17,0.01,
102529,0,-0.96,-0.19,0.01,
102530,0,-0.96,-0.19,0.01,
102532,0,-0.96,-0.19,0.01,
102534,0,-0.96,-0.19,0.01,
102535,0,-0.96,-0.19,0.01,
102537,0,-0.96,-0.19,0.01,
102539,0,-0.96,-0.18,-0.02,
102540,0,-0.96,-0.18,-0.02,
102542,0,-0.96,-0.18,-0.02,
102544,0,-0.96,-0.18,-0.02,
102545,0,-0.96,-0.18,-0.02,
102547,0,-0.96,-0.18,-0.02,
102549,0,-0.96,-0.17,-0.04,
102550,0,-0.96,-0.17,-0.04,
102552,0,-0.96,-0.17,-0.04,
102554,0,-0.96,-0.17,-0.04,
102555,0,-0.96,-0.17,-0.04,
102557,0,-0.96,-0.17,-0.04,
102559,0,-0.96,-0.17,-0.05,
102560,0,-0.96,-0.17,-0.05,
102562,0,-0.96,-0.17,-0.05,
102564,0,-0.96,-0.17,-0.05,
102565,0,-0.96,-0.17,-0.05,
102567,0,-0.96,-0.17,-0.05,
102569,0,-0.97,-0.18,-0.05,
102570,0,-0.97,-0.18,-0.05,
102572,0,-0.97,-0.18,-0.05,
102574,0,-0.97,-0.18,-0.05,
102575,0,-0.97,-0.18,-0.05,
102577,0,-0.97,-0.18,-0.05,
102579,0,-0.96,-0.19,-0.07,
102580,0,-0.96,-0.19,-0.07,
102582,0,-0.96,-0.19,-0.07,
102584,0,-0.96,-0.19,-0.07,
102585,0,-0.96,-0.19,-0.07,
102587,0,-0.96,-0.19,-0.07,
102589,0,-0.97,-0.2,-0.07,
102590,0,-0.97,-0.2,-0.07,
102592,0,-0.97,-0.2,-0.07,
102594,0,-0.97,-0.2,-0.07,
102595,0,-0.97,-0.2,-0.07,
102597,0,-0.98,-0.22,-0.09,
102599,0,-0.98,-0.22,-0.09,
102600,0,-0.98,-0.22,-0.09,
102602,0,-0.98,-0.22,-0.09,
102604,0,-0.98,-0.22,-0.09,
102605,0,-0.98,-0.22,-0.09,
102607,0,-0.97,-0.22,-0.12,
102609,0,-0.97,-0.22,-0.12,
102610,0,-0.97,-0.22,-0.12,
102612,0,-0.97,-0.22,-0.12,
102614,0,-0.97,-0.22,-0.12,
102615,0,-0.97,-0.22,-0.12,
102617,0,-0.97,-0.2,-0.12,
102619,0,-0.97,-0.2,-0.12,
102621,0,-0.97,-0.2,-0.12,
102622,0,-0.97,-0.2,-0.12,
102624,0,-0.97,-0.2,-0.12,
102626,0,-0.97,-0.2,-0.12,
102627,0,-0.97,-0.19,-0.1,
102629,0,-0.97,-0.19,-0.1,
102631,0,-0.97,-0.19,-0.1,
102632,0,-0.97,-0.19,-0.1,
102634,0,-0.97,-0.19,-0.1,
102636,0,-0.97,-0.19,-0.1,
102637,0,-0.97,-0.18,-0.08,
102639,0,-0.97,-0.18,-0.08,
102641,0,-0.97,-0.18,-0.08,
102642,0,-0.97,-0.18,-0.08,
102644,0,-0.97,-0.18,-0.08,
102646,0,-0.97,-0.18,-0.06,
102647,0,-0.96,-0.15,-0.06,
102649,0,-0.96,-0.15,-0.06,
102651,0,-0.96,-0.15,-0.06,
102652,0,-0.96,-0.15,-0.06,
102654,0,-0.96,-0.15,-0.06,
102656,0,-0.96,-0.14,-0.04,
102657,0,-0.96,-0.14,-0.04,
102659,0,-0.96,-0.14,-0.04,
102661,0,-0.96,-0.14,-0.04,
102662,0,-0.96,-0.14,-0.04,
102664,0,-0.96,-0.14,-0.04,
102666,0,-0.96,-0.13,-0.02,
102667,0,-0.96,-0.13,-0.02,
102669,0,-0.96,-0.13,-0.02,
102671,0,-0.96,-0.13,-0.02,
102672,0,-0.96,-0.13,-0.02,
102674,0,-0.96,-0.13,-0.02,
102676,0,-0.96,-0.13,0.0,
102677,0,-0.96,-0.13,0.0,
102679,0,-0.96,-0.13,0.0,
102681,0,-0.96,-0.13,0.0,
102682,0,-0.96,-0.13,0.0,
102684,0,-0.96,-0.13,0.0,
102686,0,-0.95,-0.13,0.02,
102687,0,-0.95,-0.13,0.02,
102689,0,-0.95,-0.13,0.02,
102690,0,-0.95,-0.13,0.02,
102692,0,-0.95,-0.13,0.02,
102694,0,-0.95,-0.13,0.02,
102695,0,-0.95,-0.13,0.02,
102697,0,-0.95,-0.13,0.02,
102699,0,-0.95,-0.13,0.02,
102700,0,-0.95,-0.13,0.02,
102702,0,-0.95,-0.13,0.02,
102704,0,-0.95,-0.13,0.02,
102705,0,-0.96,-0.14,0.0,
102707,0,-0.96,-0.14,0.0,
102709,0,-0.96,-0.14,0.0,
102710,0,-0.96,-0.14,0.0,
102712,0,-0.96,-0.14,0.0,
102714,0,-0.96,-0.14,0.0,
102715,0,-0.97,-0.16,-0.04,
102717,0,-0.97,-0.16,-0.04,
102719,0,-0.97,-0.16,-0.04,
102720,0,-0.97,-0.16,-0.04,
102722,0,-0.97,-0.16,-0.04,
102724,0,-0.97,-0.16,-0.06,
102725,0,-0.96,-0.17,-0.06,
102727,0,-0.96,-0.17,-0.06,
102729,0,-0.96,-0.17,-0.06,
102730,0,-0.96,-0.17,-0.06,
102732,0,-0.96,-0.17,-0.06,
102734,0,-0.96,-0.18,-0.07,
102735,0,-0.97,-0.18,-0.07,
102737,0,-0.97,-0.18,-0.07,
102739,0,-0.97,-0.18,-0.07,
102740,0,-0.97,-0.18,-0.07,
102742,0,-0.97,-0.18,-0.07,
102744,0,-0.97,-0.18,-0.08,
102745,0,-0.97,-0.18,-0.08,
102747,0,-0.97,-0.18,-0.08,
102749,0,-0.97,-0.18,-0.08,
102750,0,-0.97,-0.18,-0.08,
102752,0,-0.97,-0.18,-0.08,
102754,0,-0.97,-0.19,-0.08,
102755,0,-0.97,-0.19,-0.08,
102757,0,-0.97,-0.19,-0.08,
102759,0,-0.97,-0.19,-0.08,
102760,0,-0.97,-0.19,-0.08,
102762,0,-0.97,-0.19,-0.08,
102764,0,-0.98,-0.2,-0.06,
102765,0,-0.98,-0.2,-0.06,
102767,0,-0.98,-0.2,-0.06,
102769,0,-0.98,-0.2,-0.06,
102770,0,-0.98,-0.2,-0.06,
102772,0,-0.98,-0.2,-0.06,
102774,0,-0.97,-0.18,-0.04,
102776,0,-0.97,-0.18,-0.04,
102777,0,-0.97,-0.18,-0.04,
102779,0,-0.97,-0.18,-0.04,
102781,0,-0.97,-0.18,-0.04,
102782,0,-0.97,-0.18,-0.02,
102784,0,-0.96,-0.17,-0.02,
102786,0,-0.96,-0.17,-0.02,
102787,0,-0.96,-0.17,-0.02,
102789,0,-0.96,-0.17,-0.02,
102791,0,-0.96,-0.17,-0.02,
102792,0,-0.96,-0.16,0.0,
102794,0,-0.96,-0.16,0.0,
102796,0,-0.96,-0.16,0.0,
102797,0,-0.96,-0.16,0.0,
102799,0,-0.96,-0.16,0.0,
102801,0,-0.96,-0.16,0.0,
102802,0,-0.96,-0.15,0.0,
102804,0,-0.96,-0.15,0.0,
102806,0,-0.96,-0.15,0.0,
102807,0,-0.96,-0.15,0.0,
102809,0,-0.96,-0.15,0.0,
102811,0,-0.96,-0.15,0.0,
102812,0,-0.96,-0.15,-0.01,
102814,0,-0.96,-0.15,-0.01,
102816,0,-0.96,-0.15,-0.01,
102817,0,-0.96,-0.15,-0.01,
102819,0,-0.96,-0.15,-0.01,
102821,0,-0.96,-0.15,-0.01,
102822,0,-0.96,-0.15,-0.04,
102824,0,-0.96,-0.15,-0.04,
102826,0,-0.96,-0.15,-0.04,
102827,0,-0.96,-0.15,-0.04,
102829,0,-0.96,-0.15,-0.04,
102831,0,-0.96,-0.15,-0.04,
102832,0,-0.97,-0.16,-0.06,
102834,0,-0.97,-0.16,-0.06,
102836,0,-0.97,-0.16,-0.06,
102837,0,-0.97,-0.16,-0.06,
102839,0,-0.97,-0.16,-0.06,
102841,0,-0.97,-0.16,-0.06,
102842,0,-0.97,-0.18,-0.07,
102844,0,-0.97,-0.18,-0.07,
102846,0,-0.97,-0.18,-0.07,
102847,0,-0.97,-0.18,-0.07,
102849,0,-0.97,-0.18,-0.07,
102851,0,-0.97,-0.18,-0.08,
102852,0,-0.97,-0.18,-0.08,
102854,0,-0.97,-0.18,-0.08,
102856,0,-0.97,-0.18,-0.08,
102857,0,-0.97,-0.18,-0.08,
102859,0,-0.97,-0.18,-0.08,
102861,0,-0.97,-0.17,-0.08,
102862,0,-0.97,-0.17,-0.08,
102864,0,-0.97,-0.17,-0.08,
102866,0,-0.97,-0.17,-0.08,
102867,0,-0.97,-0.17,-0.08,
102869,0,-0.97,-0.17,-0.08,
102871,0,-0.97,-0.17,-0.08,
102872,0,-0.97,-0.17,-0.08,
102874,0,-0.97,-0.17,-0.08,
102876,0,-0.97,-0.17,-0.08,
102877,0,-0.97,-0.17,-0.08,
102879,0,-0.97,-0.17,-0.08,
102881,0,-0.97,-0.16,-0.08,
102882,0,-0.97,-0.16,-0.08,
102884,0,-0.97,-0.16,-0.08,
102886,0,-0.97,-0.16,-0.08,
102887,0,-0.97,-0.16,-0.08,
102889,0,-0.97,-0.16,-0.08,
102891,0,-0.96,-0.15,-0.07,
102892,0,-0.96,-0.15,-0.07,
102894,0,-0.96,-0.15,-0.07,
102896,0,-0.96,-0.15,-0.07,
102897,0,-0.96,-0.15,-0.07,
102899,0,-0.96,-0.15,-0.07,
102901,0,-0.96,-0.14,-0.07,
102903,0,-0.96,-0.14,-0.07,
102904,0,-0.96,-0.14,-0.07,
102906,0,-0.96,-0.14,-0.07,
102908,0,-0.96,-0.14,-0.07,
102909,0,-0.96,-0.14,-0.07,
102911,0,-0.96,-0.13,-0.07,
102913,0,-0.96,-0.13,-0.07,
102914,0,-0.96,-0.13,-0.07,
102916,0,-0.96,-0.13,-0.07,
102918,0,-0.96,-0.13,-0.07,
102919,0,-0.96,-0.13,-0.06,
102921,0,-0.96,-0.13,-0.06,
102923,0,-0.96,-0.13,-0.06,
102924,0,-0.96,-0.13,-0.06,
102926,0,-0.96,-0.13,-0.06,
102928,0,-0.96,-0.13,-0.06,
102929,0,-0.96,-0.14,-0.06,
102931,0,-0.96,-0.14,-0.06,
102933,0,-0.96,-0.14,-0.06,
102934,0,-0.96,-0.14,-0.06,
102936,0,-0.96,-0.14,-0.06,
102938,0,-0.96,-0.14,-0.06,
102939,0,-0.97,-0.16,-0.05,
102941,0,-0.97,-0.16,-0.05,
102943,0,-0.97,-0.16,-0.05,
102944,0,-0.97,-0.16,-0.05,
102946,0,-0.97,-0.16,-0.05,
102948,0,-0.97,-0.16,-0.05,
102949,0,-0.97,-0.17,-0.04,
102951,0,-0.97,-0.17,-0.04,
102953,0,-0.97,-0.17,-0.04,
102954,0,-0.97,-0.17,-0.04,
102956,0,-0.97,-0.17,-0.04,
102958,0,-0.97,-0.17,-0.04,
102959,0,-0.97,-0.18,-0.04,
102961,0,-0.97,-0.18,-0.04,
102963,0,-0.97,-0.18,-0.04,
102964,0,-0.97,-0.18,-0.04,
102966,0,-0.97,-0.18,-0.04,
102968,0,-0.97,-0.18,-0.04,
102969,0,-0.96,-0.17,-0.05,
102971,0,-0.96,-0.17,-0.05,
102973,0,-0.96,-0.17,-0.05,
102974,0,-0.96,-0.17,-0.05,
102976,0,-0.96,-0.17,-0.05,
102978,0,-0.96,-0.17,-0.06,
102979,0,-0.96,-0.15,-0.06,
102981,0,-0.96,-0.15,-0.06,
102983,0,-0.96,-0.15,-0.06,
102984,0,-0.96,-0.15,-0.06,
102986,0,-0.96,-0.15,-0.06,
102988,0,-0.97,-0.15,-0.06,
102989,0,-0.97,-0.15,-0.06,
102991,0,-0.97,-0.15,-0.06,
102993,0,-0.97,-0.15,-0.06,
102994,0,-0.97,-0.15,-0.06,
102996,0,-0.97,-0.15,-0.06,
102998,0,-0.96,-0.15,-0.05,
102999,0,-0.96,-0.15,-0.05,
103001,0,-0.96,-0.15,-0.05,
103003,0,-0.96,-0.15,-0.05,
103004,0,-0.96,-0.15,-0.05,
103006,0,-0.96,-0.15,-0.05,
103008,0,-0.97,-0.15,-0.04,
103009,0,-0.97,-0.15,-0.04,
103011,0,-0.97,-0.15,-0.04,
103013,0,-0.97,-0.15,-0.04,
103014,0,-0.97,-0.15,-0.04,
103016,0,-0.97,-0.15,-0.04,
103018,0,-0.97,-0.16,-0.04,
103019,0,-0.97,-0.16,-0.04,
103021,0,-0.97,-0.16,-0.04,
103023,0,-0.97,-0.16,-0.04,
103024,0,-0.97,-0.16,-0.04,
103026,0,-0.97,-0.16,-0.04,
103028,0,-0.96,-0.16,-0.05,
103029,0,-0.96,-0.16,-0.05,
103031,0,-0.96,-0.16,-0.05,
103033,0,-0.96,-0.16,-0.05,
103034,0,-0.96,-0.16,-0.05,
103036,0,-0.96,-0.16,-0.05,
103038,0,-0.97,-0.16,-0.04,
103039,0,-0.97,-0.16,-0.04,
103041,0,-0.97,-0.16,-0.04,
103043,0,-0.97,-0.16,-0.04,
103045,0,-0.97,-0.16,-0.04,
103046,0,-0.97,-0.16,-0.05,
103048,0,-0.97,-0.15,-0.05,
103049,0,-0.97,-0.15,-0.05,
103051,0,-0.97,-0.15,-0.05,
103053,0,-0.97,-0.15,-0.05,
