t,l,x,y,z,
2876808,0,-0.95,-0.18,0.15,
2876810,0,-0.95,-0.18,0.15,
2876812,0,-0.95,-0.18,0.15,
2876813,0,-0.95,-0.18,0.15,
2876815,0,-0.95,-0.18,0.15,
2876817,0,-0.95,-0.18,0.16,
2876818,0,-0.95,-0.18,0.16,
2876820,0,-0.95,-0.18,0.16,
2876822,0,-0.95,-0.18,0.16,
2876823,0,-0.95,-0.18,0.16,
2876825,0,-0.95,-0.18,0.15,
2876827,0,-0.95,-0.18,0.15,
2876828,0,-0.95,-0.18,0.15,
2876830,0,-0.95,-0.18,0.15,
2876832,0,-0.95,-0.18,0.15,
2876833,0,-0.95,-0.18,0.15,
2876835,0,-0.96,-0.19,0.14,
2876837,0,-0.96,-0.19,0.14,
2876838,0,-0.96,-0.19,0.14,
2876840,0,-0.96,-0.19,0.14,
2876842,0,-0.96,-0.19,0.14,
2876843,0,-0.96,-0.19,0.14,
2876845,0,-0.96,-0.19,0.13,
2876847,0,-0.96,-0.19,0.13,
2876848,0,-0.96,-0.19,0.13,
2876850,0,-0.96,-0.19,0.13,
2876852,0,-0.96,-0.19,0.13,
2876853,0,-0.96,-0.19,0.13,
2876855,0,-0.95,-0.18,0.13,
2876857,0,-0.95,-0.18,0.13,
2876858,0,-0.95,-0.18,0.13,
2876860,0,-0.95,-0.18,0.13,
2876862,0,-0.95,-0.18,0.13,
2876863,0,-0.95,-0.18,0.13,
2876865,0,-0.95,-0.18,0.13,
2876867,0,-0.95,-0.18,0.13,
2876868,0,-0.95,-0.18,0.13,
2876870,0,-0.95,-0.18,0.13,
2876872,0,-0.95,-0.18,0.13,
2876873,0,-0.95,-0.18,0.13,
2876875,0,-0.95,-0.17,0.14,
2876877,0,-0.95,-0.17,0.14,
2876878,0,-0.95,-0.17,0.14,
2876880,0,-0.95,-0.17,0.14,
2876882,0,-0.95,-0.17,0.14,
2876883,0,-0.95,-0.17,0.14,
2876885,0,-0.95,-0.17,0.15,
2876887,0,-0.95,-0.17,0.15,
2876888,0,-0.95,-0.17,0.15,
2876890,0,-0.95,-0.17,0.15,
2876892,0,-0.95,-0.17,0.15,
2876893,0,-0.95,-0.17,0.15,
2876895,0,-0.95,-0.17,0.15,
2876897,0,-0.95,-0.17,0.15,
2876898,0,-0.95,-0.17,0.15,
2876900,0,-0.95,-0.17,0.15,
2876902,0,-0.95,-0.17,0.15,
2876903,0,-0.95,-0.17,0.16,
2876905,0,-0.95,-0.17,0.16,
2876907,0,-0.95,-0.17,0.16,
2876908,0,-0.95,-0.17,0.16,
2876910,0,-0.95,-0.17,0.16,
2876912,0,-0.95,-0.17,0.16,
2876914,0,-0.96,-0.18,0.15,
2876915,0,-0.96,-0.18,0.15,
2876917,0,-0.96,-0.18,0.15,
2876919,0,-0.96,-0.18,0.15,
2876920,0,-0.96,-0.18,0.15,
2876922,0,-0.96,-0.18,0.15,
2876924,0,-0.95,-0.18,0.14,
2876925,0,-0.95,-0.18,0.14,
2876927,0,-0.95,-0.18,0.14,
2876929,0,-0.95,-0.18,0.14,
2876930,0,-0.95,-0.18,0.14,
2876932,0,-0.95,-0.18,0.14,
2876934,0,-0.95,-0.18,0.14,
2876935,0,-0.95,-0.18,0.14,
2876937,0,-0.95,-0.18,0.14,
2876939,0,-0.95,-0.18,0.14,
2876940,0,-0.95,-0.18,0.14,
2876942,0,-0.95,-0.18,0.14,
2876944,0,-0.95,-0.18,0.14,
2876946,0,-0.95,-0.18,0.14,
2876947,0,-0.95,-0.18,0.14,
2876949,0,-0.95,-0.18,0.14,
2876950,0,-0.95,-0.18,0.14,
2876952,0,-0.95,-0.18,0.13,
2876954,0,-0.96,-0.18,0.13,
2876955,0,-0.96,-0.18,0.13,
2876957,0,-0.96,-0.18,0.13,
2876959,0,-0.96,-0.18,0.13,
2876960,0,-0.96,-0.18,0.13,
2876962,0,-0.95,-0.18,0.14,
2876964,0,-0.95,-0.18,0.14,
2876965,0,-0.95,-0.18,0.14,
2876967,0,-0.95,-0.18,0.14,
2876969,0,-0.95,-0.18,0.14,
2876970,0,-0.95,-0.18,0.14,
2876972,0,-0.94,-0.18,0.14,
2876974,0,-0.94,-0.18,0.14,
2876976,0,-0.94,-0.18,0.14,
2876977,0,-0.94,-0.18,0.14,
2876979,0,-0.94,-0.18,0.14,
2876980,0,-0.94,-0.18,0.14,
2876982,0,-0.95,-0.18,0.14,
2876984,0,-0.95,-0.18,0.14,
2876985,0,-0.95,-0.18,0.14,
2876987,0,-0.95,-0.18,0.14,
2876989,0,-0.95,-0.18,0.14,
2876990,0,-0.95,-0.18,0.14,
2876992,0,-0.95,-0.17,0.15,
2876994,0,-0.95,-0.17,0.15,
2876996,0,-0.95,-0.17,0.15,
2876997,0,-0.95,-0.17,0.15,
2876999,0,-0.95,-0.17,0.15,
2877001,0,-0.95,-0.17,0.15,
2877002,0,-0.95,-0.17,0.14,
2877004,0,-0.95,-0.17,0.14,
2877006,0,-0.95,-0.17,0.14,
2877007,0,-0.95,-0.17,0.14,
2877009,0,-0.95,-0.17,0.14,
2877011,0,-0.95,-0.17,0.14,
2877012,0,-0.95,-0.17,0.14,
2877014,0,-0.95,-0.17,0.14,
2877016,0,-0.95,-0.17,0.14,
2877017,0,-0.95,-0.17,0.14,
2877019,0,-0.95,-0.17,0.14,
2877021,0,-0.95,-0.18,0.14,
2877022,0,-0.95,-0.18,0.14,
2877024,0,-0.95,-0.18,0.14,
2877026,0,-0.95,-0.18,0.14,
2877028,0,-0.95,-0.18,0.14,
2877029,0,-0.95,-0.18,0.14,
2877031,0,-0.95,-0.18,0.14,
2877033,0,-0.95,-0.18,0.14,
2877034,0,-0.95,-0.18,0.14,
2877036,0,-0.95,-0.18,0.14,
2877038,0,-0.95,-0.18,0.14,
2877039,0,-0.95,-0.18,0.14,
2877041,0,-0.95,-0.18,0.14,
2877043,0,-0.95,-0.18,0.14,
2877044,0,-0.95,-0.18,0.14,
2877046,0,-0.95,-0.18,0.14,
2877048,0,-0.95,-0.18,0.14,
2877049,0,-0.95,-0.18,0.14,
2877051,0,-0.96,-0.19,0.15,
2877053,0,-0.96,-0.19,0.15,
2877054,0,-0.96,-0.19,0.15,
2877056,0,-0.96,-0.19,0.15,
2877058,0,-0.96,-0.19,0.15,
2877059,0,-0.96,-0.19,0.14,
2877061,0,-0.95,-0.18,0.14,
2877063,0,-0.95,-0.18,0.14,
2877064,0,-0.95,-0.18,0.14,
2877066,0,-0.95,-0.18,0.14,
2877068,0,-0.95,-0.18,0.14,
2877069,0,-0.95,-0.18,0.14,
2877071,0,-0.95,-0.18,0.14,
2877073,0,-0.95,-0.18,0.14,
2877074,0,-0.95,-0.18,0.14,
2877076,0,-0.95,-0.18,0.14,
2877078,0,-0.95,-0.18,0.14,
2877079,0,-0.95,-0.17,0.15,
2877081,0,-0.95,-0.17,0.15,
2877083,0,-0.95,-0.17,0.15,
2877084,0,-0.95,-0.17,0.15,
2877086,0,-0.95,-0.17,0.15,
2877088,0,-0.95,-0.17,0.15,
2877089,0,-0.95,-0.18,0.14,
2877091,0,-0.95,-0.18,0.14,
2877093,0,-0.95,-0.18,0.14,
2877094,0,-0.95,-0.18,0.14,
2877096,0,-0.95,-0.18,0.14,
2877098,0,-0.95,-0.18,0.14,
2877099,0,-0.95,-0.17,0.13,
2877101,0,-0.95,-0.17,0.13,
2877103,0,-0.95,-0.17,0.13,
2877105,0,-0.95,-0.17,0.13,
2877106,0,-0.95,-0.17,0.13,
2877108,0,-0.95,-0.17,0.13,
2877109,0,-0.95,-0.17,0.13,
2877111,0,-0.95,-0.17,0.13,
2877113,0,-0.95,-0.17,0.13,
2877114,0,-0.95,-0.17,0.13,
2877116,0,-0.95,-0.17,0.13,
2877118,0,-0.95,-0.17,0.13,
2877119,0,-0.96,-0.18,0.13,
2877121,0,-0.96,-0.18,0.13,
2877123,0,-0.96,-0.18,0.13,
2877125,0,-0.96,-0.18,0.13,
2877126,0,-0.96,-0.18,0.13,
2877128,0,-0.96,-0.18,0.14,
2877129,0,-0.96,-0.18,0.14,
2877131,0,-0.96,-0.18,0.14,
2877133,0,-0.96,-0.18,0.14,
2877135,0,-0.96,-0.18,0.14,
2877136,0,-0.96,-0.18,0.14,
2877138,0,-0.95,-0.18,0.15,
2877140,0,-0.95,-0.18,0.15,
2877141,0,-0.95,-0.18,0.15,
2877143,0,-0.95,-0.18,0.15,
2877145,0,-0.95,-0.18,0.15,
2877146,0,-0.95,-0.18,0.15,
2877148,0,-0.95,-0.18,0.15,
2877150,0,-0.95,-0.18,0.15,
2877151,0,-0.95,-0.18,0.15,
2877153,0,-0.95,-0.18,0.15,
2877155,0,-0.95,-0.18,0.15,
2877157,0,-0.95,-0.18,0.15,
2877158,0,-0.96,-0.18,0.15,
2877160,0,-0.96,-0.18,0.15,
2877162,0,-0.96,-0.18,0.15,
2877163,0,-0.96,-0.18,0.15,
2877165,0,-0.96,-0.18,0.15,
2877167,0,-0.96,-0.18,0.15,
2877168,0,-0.95,-0.18,0.15,
2877170,0,-0.95,-0.18,0.15,
2877172,0,-0.95,-0.18,0.15,
2877173,0,-0.95,-0.18,0.15,
2877175,0,-0.95,-0.18,0.15,
2877177,0,-0.95,-0.18,0.15,
2877178,0,-0.96,-0.18,0.15,
2877180,0,-0.96,-0.18,0.15,
2877182,0,-0.96,-0.18,0.15,
2877183,0,-0.96,-0.18,0.15,
2877185,0,-0.96,-0.18,0.15,
2877187,0,-0.95,-0.18,0.14,
2877188,0,-0.95,-0.18,0.14,
2877190,0,-0.95,-0.18,0.14,
2877192,0,-0.95,-0.18,0.14,
2877193,0,-0.95,-0.18,0.14,
2877195,0,-0.95,-0.18,0.14,
2877197,0,-0.95,-0.17,0.14,
2877198,0,-0.95,-0.17,0.14,
2877200,0,-0.95,-0.17,0.14,
2877202,0,-0.95,-0.17,0.14,
2877203,0,-0.95,-0.17,0.14,
2877205,0,-0.95,-0.17,0.14,
2877207,0,-0.96,-0.18,0.14,
2877209,0,-0.96,-0.18,0.14,
2877210,0,-0.96,-0.18,0.14,
2877212,0,-0.96,-0.18,0.14,
2877214,0,-0.96,-0.18,0.14,
2877215,0,-0.96,-0.18,0.14,
2877217,0,-0.95,-0.18,0.13,
2877219,0,-0.95,-0.18,0.13,
2877220,0,-0.95,-0.18,0.13,
2877222,0,-0.95,-0.18,0.13,
2877224,0,-0.95,-0.18,0.13,
2877225,0,-0.95,-0.18,0.13,
2877227,0,-0.95,-0.18,0.14,
2877229,0,-0.95,-0.18,0.14,
2877230,0,-0.95,-0.18,0.14,
2877232,0,-0.95,-0.18,0.14,
2877233,0,-0.95,-0.18,0.14,
2877235,0,-0.95,-0.18,0.14,
2877237,0,-0.96,-0.18,0.14,
2877238,0,-0.96,-0.18,0.14,
2877240,0,-0.96,-0.18,0.14,
2877242,0,-0.96,-0.18,0.14,
2877243,0,-0.96,-0.18,0.14,
2877245,0,-0.96,-0.18,0.14,
2877247,0,-0.95,-0.18,0.14,
2877248,0,-0.95,-0.18,0.14,
2877250,0,-0.95,-0.18,0.14,
2877252,0,-0.95,-0.18,0.14,
2877253,0,-0.95,-0.18,0.14,
2877255,0,-0.95,-0.18,0.14,
2877257,0,-0.95,-0.18,0.14,
2877258,0,-0.95,-0.18,0.14,
2877260,0,-0.95,-0.18,0.14,
2877262,0,-0.95,-0.18,0.14,
2877263,0,-0.95,-0.18,0.14,
2877265,0,-0.95,-0.18,0.15,
2877267,0,-0.95,-0.18,0.15,
2877268,0,-0.95,-0.18,0.15,
2877270,0,-0.95,-0.18,0.15,
2877272,0,-0.95,-0.18,0.15,
2877273,0,-0.95,-0.18,0.15,
2877275,0,-0.95,-0.18,0.14,
2877277,0,-0.95,-0.18,0.14,
2877278,0,-0.95,-0.18,0.14,
2877280,0,-0.95,-0.18,0.14,
2877282,0,-0.95,-0.18,0.14,
2877283,0,-0.95,-0.18,0.14,
2877285,0,-0.95,-0.17,0.14,
2877287,0,-0.95,-0.17,0.14,
2877288,0,-0.95,-0.17,0.14,
2877290,0,-0.95,-0.17,0.14,
2877292,0,-0.95,-0.17,0.14,
2877293,0,-0.95,-0.17,0.14,
2877295,0,-0.95,-0.18,0.13,
2877297,0,-0.95,-0.18,0.13,
2877298,0,-0.95,-0.18,0.13,
2877300,0,-0.95,-0.18,0.13,
2877302,0,-0.95,-0.18,0.13,
2877303,0,-0.95,-0.18,0.13,
2877305,0,-0.95,-0.18,0.14,
2877307,0,-0.95,-0.18,0.14,
2877308,0,-0.95,-0.18,0.14,
2877310,0,-0.95,-0.18,0.14,
2877312,0,-0.95,-0.18,0.14,
2877313,0,-0.95,-0.18,0.14,
2877315,0,-0.95,-0.18,0.14,
2877317,0,-0.95,-0.18,0.14,
2877318,0,-0.95,-0.18,0.14,
2877320,0,-0.95,-0.18,0.14,
2877322,0,-0.95,-0.18,0.14,
2877323,0,-0.96,-0.19,0.14,
2877325,0,-0.96,-0.19,0.14,
2877327,0,-0.96,-0.19,0.14,
2877328,0,-0.96,-0.19,0.14,
2877330,0,-0.96,-0.19,0.14,
2877332,0,-0.96,-0.19,0.14,
2877333,0,-0.95,-0.19,0.14,
2877335,0,-0.95,-0.19,0.14,
2877337,0,-0.95,-0.19,0.14,
2877338,0,-0.95,-0.19,0.14,
2877340,0,-0.95,-0.19,0.14,
2877342,0,-0.95,-0.19,0.14,
2877343,0,-0.95,-0.19,0.14,
2877345,0,-0.95,-0.19,0.14,
2877347,0,-0.95,-0.19,0.14,
2877348,0,-0.95,-0.19,0.14,
2877350,0,-0.95,-0.19,0.14,
2877352,0,-0.95,-0.19,0.14,
2877353,0,-0.95,-0.18,0.14,
2877355,0,-0.95,-0.18,0.14,
2877357,0,-0.95,-0.18,0.14,
2877358,0,-0.95,-0.18,0.14,
2877360,0,-0.95,-0.18,0.14,
2877362,0,-0.95,-0.18,0.14,
2877363,0,-0.95,-0.18,0.14,
2877365,0,-0.95,-0.18,0.14,
2877367,0,-0.95,-0.18,0.14,
2877368,0,-0.95,-0.18,0.14,
2877370,0,-0.95,-0.18,0.14,
2877372,0,-0.95,-0.18,0.14,
2877373,0,-0.95,-0.17,0.14,
2877375,0,-0.95,-0.17,0.14,
2877377,0,-0.95,-0.17,0.14,
2877378,0,-0.95,-0.17,0.14,
2877380,0,-0.95,-0.17,0.14,
2877382,0,-0.95,-0.17,0.15,
2877383,0,-0.95,-0.17,0.15,
2877385,0,-0.95,-0.17,0.15,
2877387,0,-0.95,-0.17,0.15,
2877388,0,-0.95,-0.17,0.15,
2877390,0,-0.95,-0.17,0.15,
2877392,0,-0.96,-0.18,0.15,
2877393,0,-0.96,-0.18,0.15,
2877395,0,-0.96,-0.18,0.15,
2877397,0,-0.96,-0.18,0.15,
2877398,0,-0.96,-0.18,0.15,
2877400,0,-0.96,-0.18,0.15,
2877402,0,-0.95,-0.18,0.14,
2877403,0,-0.95,-0.18,0.14,
2877405,0,-0.95,-0.18,0.14,
2877407,0,-0.95,-0.18,0.14,
2877408,0,-0.95,-0.18,0.14,
2877410,0,-0.95,-0.18,0.14,
2877412,0,-0.95,-0.19,0.14,
2877413,0,-0.95,-0.19,0.14,
2877415,0,-0.95,-0.19,0.14,
2877417,0,-0.95,-0.19,0.14,
2877419,0,-0.95,-0.19,0.14,
2877420,0,-0.95,-0.19,0.14,
2877422,0,-0.96,-0.19,0.14,
2877424,0,-0.96,-0.19,0.14,
2877425,0,-0.96,-0.19,0.14,
2877427,0,-0.96,-0.19,0.14,
2877429,0,-0.96,-0.19,0.14,
2877430,0,-0.96,-0.19,0.14,
2877432,0,-0.95,-0.18,0.13,
2877434,0,-0.95,-0.18,0.13,
2877435,0,-0.95,-0.18,0.13,
2877437,0,-0.95,-0.18,0.13,
2877439,0,-0.95,-0.18,0.13,
2877440,0,-0.95,-0.18,0.13,
2877442,0,-0.95,-0.18,0.13,
2877444,0,-0.95,-0.18,0.13,
2877445,0,-0.95,-0.18,0.13,
2877447,0,-0.95,-0.18,0.13,
2877449,0,-0.95,-0.18,0.13,
2877451,0,-0.95,-0.17,0.13,
2877452,0,-0.95,-0.17,0.13,
2877454,0,-0.95,-0.17,0.13,
2877456,0,-0.95,-0.17,0.13,
2877457,0,-0.95,-0.17,0.13,
2877459,0,-0.95,-0.17,0.13,
2877461,0,-0.95,-0.17,0.13,
2877462,0,-0.95,-0.17,0.13,
2877464,0,-0.95,-0.17,0.13,
2877466,0,-0.95,-0.17,0.13,
2877467,0,-0.95,-0.17,0.13,
2877469,0,-0.95,-0.17,0.13,
2877471,0,-0.95,-0.18,0.14,
2877472,0,-0.95,-0.18,0.14,
2877474,0,-0.95,-0.18,0.14,
2877476,0,-0.95,-0.18,0.14,
2877477,0,-0.95,-0.18,0.14,
2877479,0,-0.95,-0.18,0.14,
2877481,0,-0.95,-0.18,0.14,
2877482,0,-0.95,-0.18,0.14,
2877484,0,-0.95,-0.18,0.14,
2877486,0,-0.95,-0.18,0.14,
2877487,0,-0.95,-0.18,0.14,
2877489,0,-0.95,-0.18,0.14,
2877491,0,-0.95,-0.19,0.15,
2877492,0,-0.95,-0.19,0.15,
2877494,0,-0.95,-0.19,0.15,
2877496,0,-0.95,-0.19,0.15,
2877497,0,-0.95,-0.19,0.15,
2877499,0,-0.95,-0.18,0.15,
2877501,0,-0.95,-0.18,0.15,
2877503,0,-0.95,-0.18,0.15,
2877504,0,-0.95,-0.18,0.15,
2877506,0,-0.95,-0.18,0.15,
2877508,0,-0.95,-0.18,0.15,
2877509,0,-0.95,-0.17,0.14,
2877511,0,-0.95,-0.17,0.14,
2877513,0,-0.95,-0.17,0.14,
2877514,0,-0.95,-0.17,0.14,
2877516,0,-0.95,-0.17,0.14,
2877518,0,-0.95,-0.17,0.14,
2877519,0,-0.95,-0.17,0.14,
2877521,0,-0.95,-0.17,0.14,
2877523,0,-0.95,-0.17,0.14,
2877524,0,-0.95,-0.17,0.14,
2877526,0,-0.95,-0.17,0.14,
2877528,0,-0.95,-0.17,0.14,
2877529,0,-0.95,-0.17,0.13,
2877531,0,-0.95,-0.17,0.13,
2877533,0,-0.95,-0.17,0.13,
2877534,0,-0.95,-0.17,0.13,
2877536,0,-0.95,-0.17,0.13,
2877538,0,-0.95,-0.17,0.13,
2877539,0,-0.95,-0.18,0.13,
2877541,0,-0.95,-0.18,0.13,
2877543,0,-0.95,-0.18,0.13,
2877544,0,-0.95,-0.18,0.13,
2877546,0,-0.95,-0.18,0.13,
2877548,0,-0.95,-0.18,0.13,
2877549,0,-0.95,-0.18,0.13,
2877551,0,-0.95,-0.18,0.13,
2877553,0,-0.95,-0.18,0.13,
2877554,0,-0.95,-0.18,0.13,
2877556,0,-0.95,-0.18,0.13,
2877558,0,-0.95,-0.18,0.13,
2877559,0,-0.95,-0.18,0.13,
2877561,0,-0.95,-0.18,0.13,
2877563,0,-0.95,-0.18,0.13,
2877564,0,-0.95,-0.18,0.13,
2877566,0,-0.95,-0.18,0.13,
2877568,0,-0.96,-0.19,0.14,
2877569,0,-0.96,-0.19,0.14,
2877571,0,-0.96,-0.19,0.14,
2877573,0,-0.96,-0.19,0.14,
2877574,0,-0.96,-0.19,0.14,
2877576,0,-0.96,-0.19,0.14,
2877578,0,-0.95,-0.19,0.15,
2877580,0,-0.95,-0.19,0.15,
2877581,0,-0.95,-0.19,0.15,
2877583,0,-0.95,-0.19,0.15,
2877585,0,-0.95,-0.19,0.15,
2877586,0,-0.95,-0.19,0.15,
2877588,0,-0.95,-0.17,0.14,
2877590,0,-0.95,-0.17,0.14,
2877591,0,-0.95,-0.17,0.14,
2877593,0,-0.95,-0.17,0.14,
2877595,0,-0.95,-0.17,0.14,
2877596,0,-0.95,-0.17,0.14,
2877598,0,-0.95,-0.17,0.14,
2877600,0,-0.95,-0.17,0.14,
2877601,0,-0.95,-0.17,0.14,
2877603,0,-0.95,-0.17,0.14,
2877605,0,-0.95,-0.17,0.14,
2877606,0,-0.95,-0.17,0.14,
2877608,0,-0.95,-0.17,0.14,
2877610,0,-0.95,-0.17,0.14,
2877611,0,-0.95,-0.17,0.14,
2877613,0,-0.95,-0.17,0.14,
2877615,0,-0.95,-0.17,0.14,
2877616,0,-0.95,-0.17,0.13,
2877618,0,-0.95,-0.17,0.13,
2877620,0,-0.95,-0.17,0.13,
2877621,0,-0.95,-0.17,0.13,
2877623,0,-0.95,-0.17,0.13,
2877625,0,-0.95,-0.17,0.13,
2877626,0,-0.95,-0.18,0.13,
2877628,0,-0.95,-0.18,0.13,
2877630,0,-0.95,-0.18,0.13,
2877631,0,-0.95,-0.18,0.13,
2877633,0,-0.95,-0.18,0.13,
2877635,0,-0.95,-0.18,0.13,
2877636,0,-0.95,-0.18,0.13,
2877638,0,-0.95,-0.18,0.13,
2877640,0,-0.95,-0.18,0.13,
2877641,0,-0.95,-0.18,0.13,
2877643,0,-0.95,-0.18,0.13,
2877645,0,-0.95,-0.18,0.13,
2877646,0,-0.95,-0.19,0.13,
2877648,0,-0.95,-0.19,0.13,
2877650,0,-0.95,-0.19,0.13,
2877651,0,-0.95,-0.19,0.13,
2877653,0,-0.95,-0.19,0.13,
2877655,0,-0.95,-0.19,0.13,
2877656,0,-0.96,-0.19,0.13,
2877658,0,-0.96,-0.19,0.13,
2877660,0,-0.96,-0.19,0.13,
2877661,0,-0.96,-0.19,0.13,
2877663,0,-0.96,-0.19,0.13,
2877665,0,-0.96,-0.19,0.13,
2877666,0,-0.95,-0.18,0.14,
2877668,0,-0.95,-0.18,0.14,
2877670,0,-0.95,-0.18,0.14,
2877671,0,-0.95,-0.18,0.14,
2877673,0,-0.95,-0.18,0.14,
2877675,0,-0.95,-0.18,0.16,
2877677,0,-0.94,-0.18,0.16,
2877678,0,-0.94,-0.18,0.16,
2877680,0,-0.94,-0.18,0.16,
2877682,0,-0.94,-0.18,0.16,
2877683,0,-0.94,-0.18,0.16,
2877685,0,-0.95,-0.17,0.16,
2877687,0,-0.95,-0.17,0.16,
2877688,0,-0.95,-0.17,0.16,
2877690,0,-0.95,-0.17,0.16,
2877692,0,-0.95,-0.17,0.16,
2877693,0,-0.95,-0.17,0.16,
2877695,0,-0.95,-0.17,0.15,
2877697,0,-0.95,-0.17,0.15,
2877698,0,-0.95,-0.17,0.15,
2877700,0,-0.95,-0.17,0.15,
2877702,0,-0.95,-0.17,0.15,
2877703,0,-0.95,-0.17,0.15,
2877705,0,-0.95,-0.17,0.14,
2877707,0,-0.95,-0.17,0.14,
2877708,0,-0.95,-0.17,0.14,
2877710,0,-0.95,-0.17,0.14,
2877712,0,-0.95,-0.17,0.14,
2877713,0,-0.95,-0.17,0.14,
2877715,0,-0.95,-0.18,0.13,
2877717,0,-0.95,-0.18,0.13,
2877718,0,-0.95,-0.18,0.13,
2877720,0,-0.95,-0.18,0.13,
2877722,0,-0.95,-0.18,0.13,
2877723,0,-0.95,-0.18,0.13,
2877725,0,-0.96,-0.19,0.12,
2877727,0,-0.96,-0.19,0.12,
2877728,0,-0.96,-0.19,0.12,
2877730,0,-0.96,-0.19,0.12,
2877732,0,-0.96,-0.19,0.12,
2877733,0,-0.96,-0.19,0.12,
2877735,0,-0.96,-0.18,0.12,
2877737,0,-0.96,-0.18,0.12,
2877738,0,-0.96,-0.18,0.12,
2877740,0,-0.96,-0.18,0.12,
2877742,0,-0.96,-0.18,0.12,
2877743,0,-0.95,-0.18,0.13,
2877745,0,-0.95,-0.18,0.13,
2877747,0,-0.95,-0.18,0.13,
2877748,0,-0.95,-0.18,0.13,
2877750,0,-0.95,-0.18,0.13,
2877752,0,-0.95,-0.18,0.13,
2877753,0,-0.95,-0.18,0.13,
2877755,0,-0.95,-0.18,0.13,
2877757,0,-0.95,-0.18,0.13,
2877759,0,-0.95,-0.18,0.13,
2877760,0,-0.95,-0.18,0.13,
2877762,0,-0.95,-0.18,0.13,
2877764,0,-0.95,-0.17,0.14,
2877765,0,-0.95,-0.17,0.14,
2877767,0,-0.95,-0.17,0.14,
2877769,0,-0.95,-0.17,0.14,
2877770,0,-0.95,-0.17,0.14,
2877772,0,-0.95,-0.17,0.14,
2877774,0,-0.95,-0.18,0.14,
2877775,0,-0.95,-0.18,0.14,
2877777,0,-0.95,-0.18,0.14,
2877779,0,-0.95,-0.18,0.14,
2877780,0,-0.95,-0.18,0.14,
2877782,0,-0.95,-0.18,0.14,
2877784,0,-0.95,-0.17,0.15,
2877785,0,-0.95,-0.17,0.15,
2877787,0,-0.95,-0.17,0.15,
2877789,0,-0.95,-0.17,0.15,
2877790,0,-0.95,-0.17,0.15,
2877792,0,-0.95,-0.17,0.15,
2877794,0,-0.95,-0.17,0.15,
2877795,0,-0.95,-0.17,0.15,
2877797,0,-0.95,-0.17,0.15,
2877799,0,-0.95,-0.17,0.15,
2877800,0,-0.95,-0.17,0.15,
2877802,0,-0.95,-0.17,0.15,
2877804,0,-0.95,-0.18,0.15,
2877805,0,-0.95,-0.18,0.15,
2877807,0,-0.95,-0.18,0.15,
2877809,0,-0.95,-0.18,0.15,
2877810,0,-0.95,-0.18,0.15,
2877812,0,-0.95,-0.18,0.14,
2877814,0,-0.95,-0.18,0.14,
2877815,0,-0.95,-0.18,0.14,
2877817,0,-0.95,-0.18,0.14,
2877819,0,-0.95,-0.18,0.14,
2877820,0,-0.95,-0.18,0.14,
2877822,0,-0.96,-0.18,0.13,
2877824,0,-0.96,-0.18,0.13,
2877825,0,-0.96,-0.18,0.13,
2877827,0,-0.96,-0.18,0.13,
2877829,0,-0.96,-0.18,0.13,
2877830,0,-0.96,-0.18,0.13,
2877832,0,-0.95,-0.19,0.13,
2877834,0,-0.95,-0.19,0.13,
2877835,0,-0.95,-0.19,0.13,
2877837,0,-0.95,-0.19,0.13,
2877839,0,-0.95,-0.19,0.13,
2877840,0,-0.95,-0.19,0.13,
2877842,0,-0.95,-0.18,0.13,
2877844,0,-0.95,-0.18,0.13,
2877845,0,-0.95,-0.18,0.13,
2877847,0,-0.95,-0.18,0.13,
2877849,0,-0.95,-0.18,0.13,
2877850,0,-0.95,-0.18,0.13,
2877852,0,-0.95,-0.18,0.13,
2877854,0,-0.95,-0.18,0.13,
2877855,0,-0.95,-0.18,0.13,
2877857,0,-0.95,-0.18,0.13,
2877859,0,-0.95,-0.18,0.13,
2877860,0,-0.95,-0.18,0.13,
2877862,0,-0.95,-0.17,0.13,
2877864,0,-0.95,-0.17,0.13,
2877865,0,-0.95,-0.17,0.13,
2877867,0,-0.95,-0.17,0.13,
2877869,0,-0.95,-0.17,0.13,
2877870,0,-0.95,-0.17,0.14,
2877872,0,-0.95,-0.17,0.14,
2877874,0,-0.95,-0.17,0.14,
2877875,0,-0.95,-0.17,0.14,
2877877,0,-0.95,-0.17,0.14,
2877879,0,-0.95,-0.17,0.14,
2877880,0,-0.95,-0.18,0.15,
2877882,0,-0.95,-0.18,0.15,
2877884,0,-0.95,-0.18,0.15,
2877885,0,-0.95,-0.18,0.15,
2877887,0,-0.95,-0.18,0.15,
2877889,0,-0.95,-0.18,0.15,
2877890,0,-0.95,-0.18,0.14,
2877892,0,-0.95,-0.18,0.14,
2877894,0,-0.95,-0.18,0.14,
2877895,0,-0.95,-0.18,0.14,
2877897,0,-0.95,-0.18,0.14,
2877899,0,-0.95,-0.18,0.14,
2877900,0,-0.95,-0.18,0.14,
2877902,0,-0.95,-0.18,0.14,
2877904,0,-0.95,-0.18,0.14,
2877905,0,-0.95,-0.18,0.14,
2877907,0,-0.95,-0.18,0.14,
2877909,0,-0.95,-0.18,0.14,
2877910,0,-0.95,-0.19,0.13,
2877912,0,-0.95,-0.19,0.13,
2877914,0,-0.95,-0.19,0.13,
2877915,0,-0.95,-0.19,0.13,
2877917,0,-0.95,-0.19,0.13,
2877919,0,-0.95,-0.19,0.13,
2877920,0,-0.95,-0.19,0.13,
